Group ID,Dataset,Entity ID,Entity name,address,city,company_owner,country,email,industry_sector,phone,Group size,Name similarity,Relatedness,Explanation
213,D1,709,Fashion Forward Ltd,909 Style St,Fashion City,Style Icon,Trendland,info@fashionforward.com,Fashion,9012345678,6,0.869281045751634,10,"Bright Horizons Daycare, Bright Horizon Academy, Bright Horizons Learning, and Bright Horizonz Academy have similar names, identical address, company owner, country, and phone number, indicating they are likely the same entity."
213,D2,733,Fashion Forward Ltd.,654 Style St,Trend City,Style Icon,Fashionland,contact@fashionforward.ltd,Fashion,9988773344,6,0.869281045751634,10,"Bright Horizons Daycare, Bright Horizon Academy, Bright Horizons Learning, and Bright Horizonz Academy have similar names, identical address, company owner, country, and phone number, indicating they are likely the same entity."
220,D1,730,FashionTrend,808 Style Blvd,Fashion City,Riley Designer,Trendland,info@fashiontrend.com,Fashion,1990011223,4,0.8713286713286713,3,"BrightFuture and Bright Future have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
220,D2,746,FashionTrend,852 Style Blvd,Fashion City,Morgan Style,StyleLand,info@fashiontrend.com,Fashion,2233445566,4,0.8713286713286713,3,"BrightFuture and Bright Future have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
220,D1,732,FashionTrend Co,1010 Style Blvd.,Fashion City,Fashion Holdings,FashionLand,contact@fashiontrend.com,Fashion,123456789,4,0.8713286713286713,3,"BrightFuture and Bright Future have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
220,D2,749,FashionTrends,909 Style St,FashionCity,Style Group,StyleLand,support@fashiontrends.com,Fashion,2345678901,4,0.8713286713286713,3,"BrightFuture and Bright Future have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
173,D1,588,EcoTech Innovations,132 Innovation Drive,Techville,Taylor Eco,Innovatia,contact@ecotech.com,Technology,1234567899,3,0.873015873015873,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
173,D2,608,EcoTech Innovations,204 Tech Ave.,TechVille,Jordan Green,TechLand,support@ecotechinnovations.com,Technology,9900223348,3,0.873015873015873,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
173,D1,589,EcoTech Innovations Ltd.,201 Tech Avenue,TechVille,Alex Green,TechLand,support@ecotechinnovations.com,Technology,9900223345,3,0.873015873015873,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
393,D1,1350,Quantum Enterprises,129 Innovation Drive,Techville,Taylor Quantum,Futuristan,contact@quantum.enterprises,Information Technology,1234567894,3,0.873015873015873,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
393,D2,1360,Quantum Enterprises,137 Innovation Drive,Techville,Taylor Quantum,Futuristan,info@quantumenterprises.com,Information Technology,1234567804,3,0.873015873015873,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
393,D2,1361,Quantum Enterprises Ltd.,137 Innovation Drive,Techville,Jordan Quantum,Futuristan,enterprises@quantum.com,Information Technology,1234567804,3,0.873015873015873,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
3,D1,8,Adventure Tours,1414 Journey Ave,Explore City,Ms. Adventure,Traveland,info@adventuretours.com,Travel,3334445566,4,0.875,2,"Adventure Outdoors and Adventure Seekers have similar names and are in the recreation industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
3,D2,9,Adventure Tours,999 Adventure Rd,Travel City,Liam Cyan,WanderLand,contact@adventuretours.com,Travel,3344556677,4,0.875,2,"Adventure Outdoors and Adventure Seekers have similar names and are in the recreation industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
3,D1,9,Adventure Tours Co.,754 Adventure St,TravelCity,Jamie Explore,ExploreLand,contact@adventuretours.com,Travel,3344556678,4,0.875,2,"Adventure Outdoors and Adventure Seekers have similar names and are in the recreation industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
3,D2,10,Adventure Tours Co.,322 Explore St,Adventure City,Alex Journey,Traveland,support@adventuretours.com,Travel,7788990012,4,0.875,2,"Adventure Outdoors and Adventure Seekers have similar names and are in the recreation industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
114,D2,380,ConstructCo Enterprises,1212 Enterprise Blvd,Enterprise City,Enterprise Builder,USA,info@constructco.enterprises,Construction,1314151617,3,0.875,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
114,D1,375,ConstructCo Enterprizes,1212 Enterprise Blvd,Enterprise City,Enterprise Builder,USA,contact@constructco.enterprises,Construction,1314151617,3,0.875,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
114,D2,381,ConstructCo Enterprizes,1212 Enterprise Blvd,Enterprise City,Enterprise Builder,USA,contact@constructco.enterprises,Construction,1314151617,3,0.875,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
245,D1,809,Food Innovators,606 Gourmet Rd,Foodville,Gourmet Group,Tasteland,support@foodinnovators.com,Food & Beverage,4455667788,3,0.875,3,"Build It Quik and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
245,D2,811,Food Innovators,303 Culinary Avenue,Food City,Chef Leader,Gourmetia,info@foodinnovators.food,Food & Beverage,7778889990,3,0.875,3,"Build It Quik and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
245,D2,812,Food Innovators Co,202 Culinary Ave,Gourmet City,Chef Supreme,Foodland,info@foodinnovators.food,Food & Beverage,5678901234,3,0.875,3,"Build It Quik and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
481,D1,1683,Tech Ventures,753 Tech Park,Digital City,Morgan Venture,Innovatia,support@techventures.com,Technology,3344556677,3,0.875,0,"Eco Friendly Energy and Eco Friendly Goods are unrelated; different names, addresses, owners, and sectors."
481,D2,1663,Tech Ventures,151 Innovation Dr,Tech City,Innovator Group,Innovatia,support@techventures.com,Technology,1122446696,3,0.875,0,"Eco Friendly Energy and Eco Friendly Goods are unrelated; different names, addresses, owners, and sectors."
481,D2,1664,Tech Venturs,654 Venture Lane,Techville,Alex Venture,InnovateLand,contact@techventurs.com,Technology,1234567899,3,0.875,0,"Eco Friendly Energy and Eco Friendly Goods are unrelated; different names, addresses, owners, and sectors."
41,D1,105,AquaTech Innovations,654 Waterway Blvd,HydroCity,Jordan River,Aquaterra,service@aquatech.com,Utilities,3344556677,3,0.8787878787878789,2,"AquaPure Water and AquaPure Waters have similar names and are in the utilities industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
41,D2,107,AquaTech Innovations,1122 Waterway Blvd,HydroCity,Jordan Aqua,Aquaterra,info@aquatech.com,Utilities,1314151617,3,0.8787878787878789,2,"AquaPure Water and AquaPure Waters have similar names and are in the utilities industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
41,D1,106,AquaTech Innovations Ltd.,654 Waterway Blvd,HydroCity,Jordan River,Aquaterra,contact@aquatech.com,Utilities,3344556678,3,0.8787878787878789,2,"AquaPure Water and AquaPure Waters have similar names and are in the utilities industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
463,D1,1634,Sustainable Ventures,123 Green Rd,EcoCity,Olivia Green,Sustainland,contact@sustainableventures.com,Energy,9876543210,3,0.8787878787878789,0,"Dynamic Tech Solutions and Earth's Bounty are unrelated; different names, addresses, owners, and sectors."
463,D2,1612,Sustainable Ventures,321 Hydro Rd.,Eco Town,Ella Green,Greenland,ventures@sustainable.com,Renewable Energy,1234567801,3,0.8787878787878789,0,"Dynamic Tech Solutions and Earth's Bounty are unrelated; different names, addresses, owners, and sectors."
463,D1,1635,Sustainable Ventures Ltd.,123 Green Road,EcoCity,Olivia Green,Sustainland,info@sustainableventures.com,Energy,9876543210,3,0.8787878787878789,0,"Dynamic Tech Solutions and Earth's Bounty are unrelated; different names, addresses, owners, and sectors."
124,D2,431,Culinary Creations,987 Gourmet Avenue,Food City,Chef Gourmet,Gourmetland,info@culinarycreations.food,Food & Beverage,4455667788,5,0.8799999999999999,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
124,D1,417,Culinary Creations Inc.,789 Flavor Blvd,Culinary City,Chef Pastry,Foodland,info@culinarycreations.com,Food & Beverage,6677889902,5,0.8799999999999999,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
124,D2,433,Culinary Creations Inc.,987 Gourmet Road,Flavor Town,Chef Gormet,Gastronomia,contact@culinarycreations.com,Food,1555212346,5,0.8799999999999999,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
124,D1,418,Culinary Creations Ltd.,789 Flavour Blvd,Culinary City,Chef Pastry,Foodland,contact@culinarycreations.co,Food & Beverage,6677889902,5,0.8799999999999999,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
124,D2,434,Culinary Creations Ltd.,789 Gourmet Ave,Taste Town,Chef Delight,Foodland,contact@culinarycreations.food,Food & Beverage,3456789015,5,0.8799999999999999,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
233,D2,768,FinTech Innovate,1212 Money St,Finance City,Banker Rich,Bankland,contact@fintechinnovate.com,Finance,2111222333,3,0.8823529411764706,3,"Broadcast Innovators and Broadcast Innovations have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
233,D1,754,FinTech Innovators,951 Money Street,Finance City,Jamie Wealth,Wealthland,contact@fintechinnovators.com,Finance,1556677880,3,0.8823529411764706,3,"Broadcast Innovators and Broadcast Innovations have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
233,D2,770,FinTech Innovators,789 Money Ave,FinanceCity,Robert Lee,WealthLand,support@fintechinnovators.com,Finance,1122334455,3,0.8823529411764706,3,"Broadcast Innovators and Broadcast Innovations have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
466,D1,1645,Tasteful Treats,456 Culinary Ave,Flavor Town,Chef Sweet,Gastronomia,contact@tastefultreats.com,Food,1555212345,3,0.8823529411764706,0,"Eco Adventures and Eco Builders are unrelated; different names, addresses, owners, and sectors."
466,D2,1624,Tasteful Treats,509 Culinary Lane,Foodville,Taylor Baker,Gastronomia,info@tastefultreats.com,Food & Beverage,9988776657,3,0.8823529411764706,0,"Eco Adventures and Eco Builders are unrelated; different names, addresses, owners, and sectors."
466,D2,1625,Tasteful Treats LLC,710 Market St,Foodville,Alex Fresh,GastroLand,hello@tastefultreats.com,Food & Beverage,1901987656,3,0.8823529411764706,0,"Eco Adventures and Eco Builders are unrelated; different names, addresses, owners, and sectors."
380,D1,1293,MediaWave Productions,951 Broadcast Blvd.,MediaCity,Riley Media,WaveLand,info@mediawaveproductions.com,Media,7788990011,3,0.8840579710144928,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
380,D2,1295,MediaWave Productions,808 Broadcast Ave,MediaCity,Sam Broadcaster,WaveLand,info@mediawave.com,Media,2345678901,3,0.8840579710144928,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
380,D2,1296,MediaWave Productions Inc.,456 Broadcast Avenue,Mediatown,Wave Rider,Broadcastland,contact@mediawaveproductions.com,Media,1920212224,3,0.8840579710144928,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
476,D1,1657,Tech Innovators,123 Future St,Innovation City,Ms. Future Thinker,Techland,info@techinnovators.com,Technology,2333444555,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
476,D2,1640,Tech Innovators,100 Innovation Way,Tech Town,Alice Tech,Techland,contact@techinnovators.com,Technology,1234567890,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
476,D1,1664,Tech Innovators LLC,123 Tech Park,Innovate City,Innovator Prime,Techland,contact@techinnovators.tech,Technology,1234567890,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
476,D2,1645,Tech Innovators LLC,202 Tech Park,Innoville,Techie Grace,Techland,contact@techinnovators.com,Technology,9876543210,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
476,D1,1666,Tech Innovators Ltd,102 Tech Park,Innovate City,Jamie Lee,Techland,contact@techinnovators.com,Technology,1122334456,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
476,D2,1647,Tech Innovators Ltd,132 Tech Avenue,Innovate City,Jamie Lee,Techland,ltd@techinnovators.com,Technology,1234567899,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
476,D1,1667,Tech Innovators Ltd.,153 Innovation Dr,Tech City,Innovator Group,Innovatia,info@techinnovatorsltd.com,Technology,1122446697,7,0.8875935242518063,0,"Eco Enterprises and Eco Farms are unrelated; different names, addresses, owners, and sectors."
357,D1,1227,Logistics Leaders,1200 Transport Rd,Logistics City,Mover Shaker,Moveland,contact@logisticsleaders.log,Logistics,1234567890,3,0.888888888888889,8,"Entities share the same industry and country, suggesting a strong connection."
357,D2,1230,Logistics Leaders,357 Transport Rd,Logistics City,Mover Shaker,Moveland,contact@logisticsleaders.com,Logistics,1122334455,3,0.888888888888889,8,"Entities share the same industry and country, suggesting a strong connection."
357,D2,1231,Logistics Leaders Co.,666 Transport Rd,Logistics City,Logistics Master,Transportland,hello@logisticsleaders.co,Logistics,9988778899,3,0.888888888888889,8,"Entities share the same industry and country, suggesting a strong connection."
384,D1,1308,Mountain Adventures,808 Peak Rd,Adventure Town,Alex Summit,Exploreland,info@mountainadventures.com,Tourism,1222333444,3,0.8947368421052632,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
384,D2,1307,Mountain Adventures,808 Summit Street,Adventure City,Morgan Explorer,Explorland,contact@mountainadventures.com,Tourism,1444555666,3,0.8947368421052632,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
384,D1,1309,Mountain Adventurres,808 Summit St.,Adventure City,Morgan Explorer,Explorland,info@mountainadventures.com,Tourism,1444555666,3,0.8947368421052632,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
283,D1,928,Green Energy Solutions,456 Green St.,Eco City,Ella Green,Greenland,info@greenenergy.com,Energy,9876543210,4,0.8955627705627704,3,"BuildSmart Corp. and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
283,D1,929,Green Energy Solutons,200 Solar St.,Eco City,Jane Smith,GreenLand,contact@greenenergysolutions.com,Energy,2345678901,4,0.8955627705627704,3,"BuildSmart Corp. and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
283,D1,972,GreenEnergy Solutions,202 Solar St,EcoVille,Ella Green,Greenland,contact@greenenergy.com,Energy,9876543210,4,0.8955627705627704,3,"BuildSmart Corp. and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
283,D2,971,GreenEnergy Solutions,753 Solar Drive,Energyville,Power Green,Powerland,info@greenenergy.sol,Energy,1667788990,4,0.8955627705627704,3,"BuildSmart Corp. and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
206,D1,679,Epicurean Eats,1111 Chef Ln,Cuisine City,Taylor Roast,Flavorland,info@epicureaneats.com,Food & Beverage,2222333444,3,0.8974358974358975,2,"BreezyTech Solutions and BreezeTech Innovations have similar names but differ in address, city, company owner, country, email, and industry sector, indicating they are likely unrelated."
206,D2,700,Epicurean Eats,321 Flavor Blvd,Culinary City,Chef Savory,Foodland,hello@epicureaneats.com,Food & Beverage,6677889903,3,0.8974358974358975,2,"BreezyTech Solutions and BreezeTech Innovations have similar names but differ in address, city, company owner, country, email, and industry sector, indicating they are likely unrelated."
206,D1,680,Epicurean Eatz,321 Flavor Blvd,Culinary City,Chef Savory,Foodland,contact@epicureaneats.com,Food & Beverage,6677889903,3,0.8974358974358975,2,"BreezyTech Solutions and BreezeTech Innovations have similar names but differ in address, city, company owner, country, email, and industry sector, indicating they are likely unrelated."
399,D1,1364,Real Estate Experts,258 Property Lane,Estate City,Property Pro,Landland,contact@realestateexperts.land,Real Estate,1011121314,3,0.9,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
399,D2,1375,Real Estate Experts,1515 Property Blvd,Estate City,Estate Agent,Landland,contact@realestateexperts.com,Real Estate,2233445566,3,0.9,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
399,D2,1376,Real Estate Experts Co.,999 Property Ave,Estate City,Estate Guru,Landland,support@realestateexperts.co,Real Estate,9988774455,3,0.9,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
314,D1,1067,Health First Clinics,707 Wellness Way,Healthville,Care Giver,Careland,contact@healthfirst.com,Healthcare,1011121314,6,0.9000933706816061,6,"Entities are in the same industry and country, but have different owners and addresses."
314,D2,1060,Health First Clinics,789 Wellness Way,Health City,Carol Health,CareLand,contact@healthfirstclinics.com,Healthcare,3456789012,6,0.9000933706816061,6,"Entities are in the same industry and country, but have different owners and addresses."
314,D1,1087,HealthFirst Clinic,127 Care St,Health City,Dr. Better,Careland,info@healthfirst.med,Healthcare,3334445559,6,0.9000933706816061,6,"Entities are in the same industry and country, but have different owners and addresses."
314,D2,1078,HealthFirst Clinic,456 Wellness Blvd,Healthtown,Sophia Waters,Medica,contact@healthfirst.com,Healthcare,2233445566,6,0.9000933706816061,6,"Entities are in the same industry and country, but have different owners and addresses."
314,D1,1088,HealthFirst Clinics,789 Wellness Blvd,Health City,Dr. Care,Careland,support@healthfirst.clinic,Healthcare,1122334455,6,0.9000933706816061,6,"Entities are in the same industry and country, but have different owners and addresses."
314,D2,1079,HealthFirst Clinics,404 Wellness Way,Health City,Wellness Group,Mediland,contact@healthfirst.medi,Healthcare,7890123456,6,0.9000933706816061,6,"Entities are in the same industry and country, but have different owners and addresses."
335,D2,1137,InnovaTech Solutions,107 Innovation Dr,Techville,Morgan Tech,Innovatia,support@innovatech.tech,Technology,1234567895,6,0.9042857142857141,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
335,D2,1146,Innovate Tech Solutions,123 Tech Ave,Innovate City,Jordan Solution,TechLand,solutions@innovate.com,Technology,1234567899,6,0.9042857142857141,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
335,D1,1158,Innovatech Solutions,1300 Venture St.,TechVille,Jordan Green,TechLand,info@innovatechsolutions.com,Technology,9900223354,6,0.9042857142857141,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
335,D2,1154,Innovatech Solutions,1111 Progress Blvd,Techville,Progressive Thinker,Innovatia,contact@innovatech.inn,Technology,9876543214,6,0.9042857142857141,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
335,D1,1178,Innovative Tech Solutions,131 Tech Avenue,Innovate City,Jordan Lee,Techland,solutions@innovativetech.com,Technology,1234567898,6,0.9042857142857141,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
335,D2,1175,Innovative Tech Solutions,1300 Innovation Dr,Tech City,Casey Innovator,Techland,hello@innovativetech.com,Technology,1901234567,6,0.9042857142857141,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
298,D1,1044,Harvest Innovations,789 Crop Circle,Farmville,Tom Farmer Jr.,Agroland,contact@harvestinnovations.com,Agriculture,3344556680,3,0.9047619047619048,3,"Builder's Choice and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
298,D2,1036,Harvest Innovations,323 Harvest Rd,FarmVille,Liam Farm,AgriLand,info@harvestinnovations.com,Agriculture,9900111124,3,0.9047619047619048,3,"Builder's Choice and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
298,D1,1045,Harvest Innovations Ltd.,160 Farm Road,Harvest Town,Jordan Field,Agroland,info@harvestinnovations.com,Agriculture,1556677889,3,0.9047619047619048,3,"Builder's Choice and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
458,D1,1597,StyleInnovators,420 Fashion Avenue,Fashion City,Jamie Trend,Trendland,info@styleinnovators.retail,Retail,5566778801,3,0.9047619047619048,0,"DriveTech Innovations and DriveTech Solutions are unrelated; different names, addresses, owners, and sectors."
458,D2,1585,StyleInnovators,654 Style Street,Fashion City,Liam Taylor,StyleLand,info@styleinnovators.com,Retail,5678901234,3,0.9047619047619048,0,"DriveTech Innovations and DriveTech Solutions are unrelated; different names, addresses, owners, and sectors."
458,D1,1598,StyleInnovatorz,8001 Style Avenue,Fashion City,Jordan T. Mode,Trendland,info@styleinnovatorz.com,Retail,9988776578,3,0.9047619047619048,0,"DriveTech Innovations and DriveTech Solutions are unrelated; different names, addresses, owners, and sectors."
195,D1,651,EduSmart Schools,357 Learn St,EduCity,Isabella Teach,LearnLand,info@edusmart.com,Education,9900112233,3,0.9111111111111111,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
195,D2,661,EduSmart Schools,303 Learning Lane,Eduville,Alex Teach,Learnland,info@edusmart.school,Education,4455667788,3,0.9111111111111111,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
195,D1,652,EduSmart Schoolz,303 Learning Lane,Eduville,Alex Teach,Learnland,contact@edusmart.school,Education,4455667788,3,0.9111111111111111,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
244,D1,804,Food Delight,808 Gourmet Ave,Food City,Jamie Cook,Cuisineland,hello@fooddelight.com,Food,8901234567,4,0.912878787878788,3,"Build It Green and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
244,D2,808,Food Delight,500 Gourmet Rd,Taste Town,Jamie Cook,Flavorland,info@fooddelight.com,Food & Beverage,3344556677,4,0.912878787878788,3,"Build It Green and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
244,D1,805,Food Delights,123 Gourmet St,Food City,Chef Delight,Cuisineland,support@fooddelights.com,Food,8877665544,4,0.912878787878788,3,"Build It Green and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
244,D1,806,Food Delightz,123 Gourmet Street,Food City,Chef Delight,Cuisineland,support@fooddelightz.com,Food,8877665544,4,0.912878787878788,3,"Build It Green and Build It have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
28,D1,65,Agriculture Innovators,33 Farm Rd,Agro City,Farmer Joe,Farmland,info@agricultureinnovators.com,Agriculture,6655443322,3,0.9130434782608695,2,"AgroFuture and AgroInnovate have similar names and are in the agriculture industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
28,D2,65,Agriculture Innovators,1010 Farm Ln,Agro City,Farmer Agro,Farmland,contact@agricultureinnovators.ag,Agriculture,3456789013,3,0.9130434782608695,2,"AgroFuture and AgroInnovate have similar names and are in the agriculture industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
28,D1,66,Agriculture Innovators Inc.,369 Farm Rd,Agri City,Farmer Leader,Farmville,contact@agricultureinnovators.agri,Agriculture,1112131415,3,0.9130434782608695,2,"AgroFuture and AgroInnovate have similar names and are in the agriculture industry, but have different addresses, owners, and contact information, indicating they are likely unrelated."
277,D2,941,Green Pastures,60 Greenway,Greenville,Hank Fields,Farmville,hello@greenpastures.com,Agriculture,1122334470,4,0.9166666666666666,3,"BuildSmart and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
277,D2,943,Green Pastures Ltd,79 Harvest Road,Farmville,Farmer Meadows,Agroland,info@greenpastures.ag,Agriculture,3344556678,4,0.9166666666666666,3,"BuildSmart and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
277,D1,947,Green Pastures Ltd.,321 Field Lane,Farmville,Mary Farmer,Agroland,info@greenpastures.com,Agriculture,3344556681,4,0.9166666666666666,3,"BuildSmart and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
277,D2,944,Green Pastures Ltd.,789 Barn Lane,Harvest Town,Farmer Meadows,USA,hello@greenpastures.com,Agriculture,4455667788,4,0.9166666666666666,3,"BuildSmart and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
286,D2,975,GreenFields,1020 Field Ave,Greenville,Field Master,Agroland,support@greenfields.agr,Agriculture,1122334455,4,0.9166666666666666,3,"BuildSmart Enterprises and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
286,D2,976,GreenFields Co,503 Farm Road,AgriTown,Farmer Fields,FarmLand,contact@greenfields.com,Agriculture,3344556680,4,0.9166666666666666,3,"BuildSmart Enterprises and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
286,D1,978,GreenFields Co.,502 Farm Rd,Harvest City,Farmer John,AgriLand,support@greenfields.com,Agriculture,3344556679,4,0.9166666666666666,3,"BuildSmart Enterprises and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
286,D2,977,GreenFields Co.,953 Farm Rd,Agri City,Farmer John,Farmland,contact@greenfields.agri,Agriculture,8899001144,4,0.9166666666666666,3,"BuildSmart Enterprises and BuildLand Architects have similar names but differ in address, company owner, country, email, and phone number, indicating they are likely unrelated."
385,D2,1309,Mountain Peak Adventures,88 Summit Street,Highland,Diana Peak,Adventureland,contact@mountainpeakadventures.com,Tourism,9988776655,4,0.9219696969696971,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
385,D1,1312,MountainPeak Adventures,505 Summit St,Highland,Climber Hill,Mountland,contact@mountainpeak.adventures,Tourism,6677889900,4,0.9219696969696971,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
385,D1,1313,MountainPeak Adventurez,505 Summit Street,Highland,Climber Hill,Mountland,info@mountainpeak.adventures,Tourism,6677889900,4,0.9219696969696971,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
385,D2,1313,MountainPeak Adventurez,505 Summit Street,Highland,Climber Hill,Mountland,info@mountainpeak.adventures,Tourism,6677889900,4,0.9219696969696971,8,"Entities share the same industry, country, and partial name, suggesting a strong connection."
448,D2,1555,Solaris Energi,654 Solar Avenue,SunCity,Casey Sun,PowerLand,info@solarisenergi.com,Energy,4567890123,3,0.9230769230769231,0,"Digital Ventures and DigitalSolutions are unrelated; different names, addresses, owners, and sectors."
448,D1,1555,Solaris Energy,404 Solar Drive,Sun City,Sunny Ray,Energland,info@solaris.energy,Energy,6677889900,3,0.9230769230769231,0,"Digital Ventures and DigitalSolutions are unrelated; different names, addresses, owners, and sectors."
448,D2,1556,Solaris Energy,321 Solar Street,SunCity,Sunny Ray,EnergyLand,contact@solarisenergy.com,Energy,4567890123,3,0.9230769230769231,0,"Digital Ventures and DigitalSolutions are unrelated; different names, addresses, owners, and sectors."
128,D1,431,Delicious Bites,513 Culinary Lane,Foodville,Jordan Chef,Gastronomia,contact@deliciousbites.com,Food & Beverage,9988776659,3,0.9285714285714286,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
128,D2,446,Delicious Bites,789 Savory Lane,Culinary City,Chef Spice,Foodland,support@deliciousbites.com,Food & Beverage,6677889909,3,0.9285714285714286,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
128,D2,447,Delicious Bitez,789 Savory Lane,Culinary City,Chef Spice,Foodland,support@deliciousbitez.com,Food & Beverage,6677889909,3,0.9285714285714286,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
197,D1,660,EduTech Learnin,654 Knowledge Road,Learn City,Prof. Edu Wise,EduLand,info@edutechlearnin.com,Education,1334455667,4,0.930952380952381,0,"The records have different names, addresses, cities, company owners, and industry sectors, suggesting they are not related."
