name,sector,address,city,country,email,phone,owner,safety_grievances,pay_grievances,conditions_grievances,treatment_grievances,workload_grievances
Urban Green,Real Estate,23 Eco St,Green City,Brazil,contact@urbangreen.br,55123456789,Ana Green,1,1,1,1,1
InnovateHub,Technology,209 Tech Park,Innovate City,Techland,info@innovatehub.com,1234567899,Taylor Innovate,0,0,0,0,0
Innovative Tech Services,Technology,124 Innovation Blvd,TechVille,TechLand,support@innovativetechservices.com,1234567891,Alex Tech,0,0,0,0,0
TravelTime Agency,Travel,505 Journey Lane,Travelville,Wanderland,info@traveltimeagency.com,8899001122,Morgan Travel,0,0,0,0,0
Tech Solutions,Technology,200 Tech Park,TechVille,InnovLand,info@techsolutions.com,987654321,Alice Green,0,0,0,0,0
Retail Pioneers,Retail,3031 Market Street,Retail City,Shopland,contact@retailpioneers.com,1213141518,Market Innovator,0,0,0,0,0
HomeComfort,Home & Living,606 Cozy St,Comfort Town,Homeland,contact@homecomfort.home,2333444555,Hugh Home,0,0,0,0,0
Buildland Ventures,Construction,326 Builder Street,Constructopolis,Buildland,ventures@buildland.con,5566778894,Jordan Taylor,0,0,0,0,0
HealthPlus Medical,Healthcare,1500 Health Ave,MedCity,Healthland,contact@healthplusmedical.com,1231231240,Dr. Care,2,2,2,2,2
Fashion Forward,Fashion,987 Style Street,Fashionville,Trendland,contact@fashionforward.com,6677889900,Taylor Style,0,0,0,0,0
TrendSetters,Retail,8003 Style Ave,Fashion City,Trendland,info@trendsetters.com,9988776580,Jordan T. Mode,0,0,0,0,0
Tech Solutions,Technology,123 Tech Avenue,Innovate City,Techland,solutions@techinnovators.com,1234567890,Jamie Lee,0,0,0,0,0
Casey Construction Services,Construction,822 Builder Avenue,Constructopolis,Buildland,contact@caseyservices.com,5566778898,Jordan Casey,0,0,0,0,0
Artistry,Arts,1500 Creative Blvd,Art City,Creativeland,contact@artistry.com,2334455667,Ms. Artist,0,0,0,0,0
EcoHome Solutions,Real Estate,1000 Green St,Eco City,Greenland,info@ecohome.com,1987654321,Taylor Home,0,0,0,0,0
Engine Creators,Automotive,1005 Drive Lane,AutoCity,CarLand,hello@enginecreators.com,123456789,Janet Red,0,0,0,0,0
EduFuture Academy,Education,789 Learning Ln.,EduTown,KnowledgeLand,contact@edufutureacademy.com,1122334455,Casey Learn,0,0,0,0,0
Tech Innovators,Technology,100 Silicon St,Techville,Innovatia,contact@techinnovators.tech,987654321,Techie Smith,0,0,0,0,0
PlatinumPeak Finance,Finance,109 Platinum St.,PlatinumCity,PlatinumLand,info@platinumpeakfinance.com,4400440044,Platinum Banker,0,0,0,0,0
Culinary Creations,Food & Beverage,654 Taste Ave,Culinary City,Foodland,creations@gastronomyhub.com,6677889904,Chef Spice,0,0,0,0,0
MediLife Services,Healthcare,305 Wellness Way,Healthville,Mediland,contact@medilifeservices.com,4455667789,Jordan Wellness,0,0,0,0,0
Green Energy Co,Energy,200 Solar St,Eco City,Greenland,contact@greenenergy.com,9876543210,Eli Green,0,0,0,0,0
Fashion Forward Co.,Fashion,987 Style Ave,Fashion City,Stylia,contact@fashionforward.com,1222333444,Chris Style,0,0,0,0,0
Build It Right,Construction,159 Construct Ave,Build City,Constructland,info@builditright.com,5566778899,Morgan Builder,0,0,0,0,0
Auto Innovators,Automotive,700 Drive Ave,Motor City,Autoland,info@autoinnovators.com,5566778899,Drive Corp,0,0,0,0,0
EduSmart,Education,789 Learning Ln,Eduville,Learnia,info@edusmart.learn,3456789012,Smart Educator,0,0,0,0,0
FinTech Innovations,Finance,101 Money Lane,Finance City,Singapore,support@fintechinnovations.com,3344556677,Jordan White,0,0,0,0,0
Green Solutions,Energy,321 Eco St,Green City,Greenland,contact@greensolutions.com,8877665544,Pat Eco,0,0,0,0,0
MotorHub Innovations,Automotive,120 Speed Rd,AutoCity,Carland,contact@motorhubinnovations.com,123456789,Jordan Silver,0,0,0,0,0
TechLand Solutions,Technology,126 Innovation Blvd,TechVille,TechLand,contact@techlandsolutions.com,1234567893,Taylor Tech,0,0,0,0,0
GreenLeaf Organics,Agriculture,700 Green Road,Farmville,Agroland,info@greenleaf.com,4455667799,Nature Corp,0,0,0,0,0
Fashion Forward,Retail,600 Style St,Fashion City,Trendland,support@fashionforward.com,1987654321,Taylor Style,0,0,0,0,0
Bright Future Schoolz,Education,456 Knowledge Rd,Learn City,EduLand,contact@brightfutureschools.com,6677889900,Patricia Bright,0,0,0,0,0
Urban Farming Inc.,Urban Agriculture,22 City Lane,Metropolis,USA,info@urbanfarming.inc,1234567890,Alice Green,0,0,0,0,0
BuildRight Constructions,Construction,1212 Build St,Constructopolis,Buildland,info@buildright.com,2233445573,Jordan Builder,14,12,10,8,11
Foodies Delight,Food & Beverage,444 Gourmet Rd,TasteTown,FoodLand,info@foodiesdelight.com,8800880088,Chef Cook,0,0,0,0,0
AgroInnovate,Agriculture,2222 Innovation Rd,Farmville,Agroland,hello@agroinnovate.com,1990044563,Innovative Farmer,0,0,0,0,0
GreenLeaf Organics,Agriculture,456 Farm Lane,Greenville,Agraria,info@greenleaf.org,1987654321,Jamie Green,0,0,0,0,0
Wanderlust Adventures,Travel,321 Explore St,Adventure City,Traveland,info@wanderlustadventures.com,7788994455,Jamie Travel,0,0,0,0,0
Constructive Innovations,Construction,812 Builder Street,Constructopolis,Buildland,info@constructiveinnovations.com,5566778802,Jordan Taylor,0,0,0,0,0
Quantum Innovations,Information Technology,138 Innovation Drive,Techville,Futuristan,contact@quantuminnovations.com,1234567805,Morgan Quantum,0,0,0,0,0
FarmFresh,Agriculture,1111 Orchard Blvd,Greenville,Agroland,contact@farmfresh.agr,1122334454,Orchard Keeper,0,0,0,0,0
EcoHome Builders,Construction,808 Green St,Eco City,Sweden,contact@ecohome.com,9900112233,Greta Build,0,0,0,0,0
HealthFirst Medical,Healthcare,200 Wellness Blvd,Health City,Careland,info@healthfirst.med,1990034567,Dr. Wellbeing,0,0,0,0,0
Media Magic,Media,909 Broadcast Blvd,Media City,Mediatopia,info@mediamagic.com,5566778899,Mike Media,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar Street,Eco Town,Sustainia,info@greenenergy.com,9876543210,Eco Leader,0,0,0,0,0
Innovative Motors,Automotive,1005 Drive Lane,AutoCity,CarLand,contact@innovativemotors.com,123456789,Jill Red,0,0,0,0,0
AquaPure Waterworks,Utilities,404 Aqua Rd,Waterville,Hydroland,support@aquapure.com,5500556677,Emma Water,0,1,0,0,1
Healthy Harvest Foods,Food & Beverage,456 Organic Blvd,Greenville,Healthland,support@healthyharvestfoods.com,6699887767,Wellness Group,0,0,0,0,0
FashionForward,Fashion,77 Style St,Fashionville,Trendland,info@fashionforward.com,1122446688,Designer Elle,0,0,0,0,0
AgriGro,Agriculture,500 Farm Lane,Agri Town,Farmia,contact@agrigro.com,2233445566,Jamie Farmer,0,0,0,0,0
FinServe,Finance,1200 Money St,Finance City,Bankland,info@finserve.com,2001122334,Mr. Banker,0,0,0,0,0
AutoDrive,Automotive,1000 Auto Blvd,Motor City,Autoland,info@autodrive.com,9012345678,Pat Green,0,0,0,0,0
Build It Right,Construction,700 Build Blvd,Construct City,Buildland,contact@builditright.com,9089012345,Bob Builder,0,0,0,0,0
Learning Hub,Education,654 Knowledge Road,Edutown,Learnia,contact@learninghub.com,2233445567,Jamie Educate,0,0,0,0,0
Digital Dreams,Technology,900 Cyber St,Tech City,Digitalia,contact@digitaldreams.tech,6677889900,Tech Visionary,0,0,0,0,0
RetailHub,Retail,700 Shop St,Retailville,Shopland,support@retailhub.com,5566778899,Taylor Shop,0,0,0,0,0
EduTech Innovations,Education,107 Knowledge Ave,LearnCity,EduNation,innovations@edutech.com,6677889906,Prof. Edu Innovate,0,0,0,0,0
Green Energy Co,Energy,456 Solar St,Sunnytown,EcoLand,info@greenenergy.com,9876543210,Jane Smith,0,0,0,0,0
Tech Innovators Partners,Technology,1600 Innovation Drive,TechVille,InnovLand,partners@techinnovators.com,1234567897,Innovate Holdings,0,0,0,0,0
TechWave,Technology,789 Tech Park,InnovateCity,TechLand,contact@techwave.com,123456789,Wave Tech,0,0,0,0,0
Green Energy Solutions,Energy,200 Solar Street,Eco City,Greenland,info@greenenergysolutions.com,1987654321,Ms. Green,0,0,0,0,0
MediCare Solutions,Healthcare,321 Wellness Blvd,Health City,Careland,contact@medicaresolutions.med,3334445558,Dr. Cure,0,0,0,0,0
FarmTech Enterprises,Agriculture,1414 Farm Road,Farmtown,Australia,contact@farmtech.enterprises,9988776655,Farmer Red,0,0,0,0,0
FreshBite Foods,Food & Beverage,1000 Market St,Gourmet Town,Culinary,contact@freshbite.com,1178901234,Jamie Cook,0,0,0,0,0
Innovative Solutions,Technology,456 Innovation Blvd,Techville,Innovatia,info@innovativesolutions.com,1234567891,Jamie Smith,0,0,0,0,0
Market Masters,Retail,1313 Commerce Street,Market City,Commerceland,info@marketmasters.com,1999000111,Chris Seller,0,0,0,0,0
EduSmart Learning,Education,404 Knowledge Ln,Learnville,EduNation,contact@edusmart.learn,4567890123,Prof. Wise,0,0,0,0,0
AutoDrive Motors,Automotive,654 Drive Blvd,Motor City,Autoland,info@autodrive.auto,3344556677,Drive Master,0,0,0,0,0
Tech Pioneers Ltd.,Technology,800 Innovate Blvd,TechTown,InnovLand,contact@techpioneers.com,9876543217,Charlotte Tech,0,0,0,0,0
Adventure Travels Co.,Travel,1111 Journey Rd,Travel Town,Exploreland,contact@adventuretravel.com,1516171819,Wander Lust,0,0,0,0,0
Green Energy Corp,Energy,45 Solar St,EcoCity,Greenland,info@greenenergy.com,9876543210,Eco Holdings,0,0,0,0,0
AutoDrive Motors,Automotive,1010 Drive Blvd,Motor City,Autoland,contact@autodrive.com,1888999000,Driver Speed,0,0,0,0,0
Culinary Wonders,Food,125 Gourmet St,Food City,Cuisineland,info@culinarywonders.com,8877665546,Chef Delight,0,0,0,0,0
EcoLiving Products,Retail,1111 Eco St,EcoCity,Sustainland,contact@ecoliving.com,9234567890,Noah Green,0,0,0,0,0
FinTech Solutions,Finance,753 Money St,Finance City,Wealthland,info@fintechsolutions.com,1415161718,Jamie Finance,0,0,0,0,0
Green Pastures Ltd,Agriculture,79 Harvest Road,Farmville,Agroland,info@greenpastures.ag,3344556678,Farmer Meadows,0,0,0,0,0
Auto Dynamics,Automotive,7000 Drive Blvd,Autocity,Motoria,contact@autodynamics.com,7788990011,Auto King,0,0,0,0,0
Transport Connect,Transportation,606 Transit Blvd,Movetown,Transland,info@transportconnect.com,6789012345,Alex Move,0,0,0,0,0
TravelQuest Adventures,Travel,808 Journey Road,Wanderlust,Traveland,contact@travelquestadventures.com,9900112233,Jordan Explorer,0,0,0,0,0
TechGenius Innovations,Information Technology,456 Genius Lane,Innovate City,Techland,contact@techgeniusinnovations.com,9900112233,Genius Smith,1,3,2,1,2
TechGreen Enterprises,Technology,203 Tech Avenue,TechVille,TechLand,hello@techgreenenterprises.com,9900223347,Taylor Green,0,0,0,0,0
Gadget Masters,Technology,9090 Master St,Tech City,Techland,info@gadgetmasters.com,6655667788,Master Guru,0,0,0,0,0
EduTech,Education,5050 Learn Ave,EduCity,EduLand,info@edutech.com,1112131415,Mia Learn,0,0,0,0,0
EcoConstruct Ltd.,Construction,1212 Eco St,Eco City,GreenLand,support@ecoconstruct.com,9876543213,Jordan Green,0,0,0,0,0
Aqua Marine Services,Marine,987 Ocean Dr,Marine City,WaterLand,contact@aquamarineservices.com,6677889900,Chris Ocean,0,0,0,0,0
TechSavvy Innovations,Technology,987 Innovation Dr,Tech City,Innovateland,support@techsavvy.innov,1122446688,Gadget Gear,0,0,0,0,0
FashionForward,Fashion,808 Style Street,FashionCity,TrendLand,info@fashionforward.com,9900112233,Kate Designer,0,0,0,0,0
BuildTech Solutons,Construction,812 Builder St.,Constructopolis,Buildland,contact@buildtech.com,5566778801,Morgan Taylor,0,0,0,0,0
EduTech Innovations,Education,1600 Learn Blvd,Learnville,EduNation,info@edutechinnovations.com,3344556677,Tech Scholar,1,1,1,1,1
AquaPure Water,Utilities,789 Aqua Lane,WaterTown,AquaLand,support@aquapure.com,9900556677,Aqua Blue,0,0,0,0,0
FinSecure,Finance,800 Money Ave,FinanceVille,Bankland,info@finsecure.com,9900334530,Mr. Banker,0,0,0,0,0
Artistic Creations,Arts,951 Canvas Ln,Art City,Creativeland,hello@artisticcreations.com,1889900112,Jamie Artist,0,0,0,0,0
SkyBound Aviation,Aerospace,405 Sky St.,SkyCity,SkyLand,info@skybound.com,9900990012,Sky Captain,0,0,0,0,0
Digital Dynamics,Technology,753 Tech Blvd,Innovate City,Techland,contact@digitaldynamics.com,6677889900,Digi Tech,0,0,0,0,0
HealthFirst Associates,Healthcare,789 Wellness Blvd,Health City,CareLand,info@healthfirstassociates.com,9988776655,Patricia C.,0,0,0,0,0
EcoBuild,Construction,456 Eco St,Ecotown,Ecoland,contact@ecobuild.com,4455667788,Eco Emma,0,0,0,0,0
RightBuild Co.,Construction,123 Builder Ave,Build City,Constructia,contact@rightbuild.com,1122334455,Jamie Right,0,0,0,0,0
AgriGrowth Farms,Agriculture,5000 Harvest Rd,Farmville,AgroNation,info@agrigrowth.ag,1555000888,Sam Farmer,0,0,0,0,0
Urban Builders,Construction,321 Build St,Construct City,Buildland,contact@urbanbuilders.con,1501234567,Bob Builder,0,0,0,0,0
Green Energy Corp,Energy,200 Green St,Eco City,Greentopia,info@greenenergy.com,1234567890,Emma Green,0,0,0,0,0
EnergySolutions,Energy,150 Solar Ave.,Sunnytown,Solaria,contact@energysolutions.com,9876543218,Leo Solar,0,0,0,0,0
FlavorBurst Snacks,Food & Beverage,2222 Crunch St,Flavor City,Gourmetland,info@flavorburst.snack,1999000222,Jamie Spice,0,0,0,0,0
Global Logistics,Logistics,258 Transport Lane,LogiCity,Moveland,info@globallogistics.com,1213141516,Logan Move,2,0,1,1,2
UrbanDesign Architects,Architecture,456 Design Blvd,DesignCity,BuildLand,contact@urbandesign.com,2021222324,Archie Plan,0,0,0,0,0
Healthy Living,Healthcare,300 Wellness Way,Health City,CareLand,support@healthyliving.com,3456789012,Olivia Green,0,0,0,0,0
Tech Innovators,Manufacturing,126 Industrial Ave,Techville,Innovatia,contact@techinnovators.com,1234567893,Sam Forge,0,0,0,0,0
Green Energy Partners,Energy,707 Solar St,Sunnytown,EcoLand,partners@greenenergy.com,1234567890,Eco Warrior,0,0,0,0,0
TechnoBuild Inc.,Technology,123 Tech Park,Innovate City,TechLand,info@technobuild.com,1234567890,Sam Tech,0,0,0,0,0
Pioneer Techies,Technology,149 Innovation Dr,Techville,Innovatia,support@pioneertechnologies.tech,1122446688,Taylor Innovate,0,0,0,0,0
EduTech,Education,987 Learning Way,Knowledge Town,EduNation,info@edutech.com,6677889900,Alex Brown,0,0,0,0,0
Adventure Travelz,Travel,10000 Explore Road,Adventure City,Traveland,contact@adventuretravelz.com,9900111123,Explore Holdings,0,0,0,0,0
Green Energy Corp,Energy,123 Solar Ave,Sunnytown,EcoLand,info@greenenergycorp.com,1234567890,Eli Green,1,2,1,1,2
MediaBuzz,Media,1010 Broadcast Blvd,Mediapolis,Medialand,contact@mediabuzz.media,9900112233,Buzz News,0,0,0,0,0
EcoHome Builders,Construction,1111 Green St,Eco City,GreenLand,info@ecohomebuilders.com,9900112233,Eco Builder,0,0,0,0,0
BankSecure Ltd.,Finance,912 Currency Road,Banktown,Finland,support@banksecure.ltd,9988776658,Cash Flow,0,0,0,0,0
Sky High Aviation,Aerospace,404 Sky Lane,Aero City,Utopia,contact@skyhigh.com,6677889900,Grace Flight,0,0,0,0,0
Earth's Bounty,Agriculture,462 Farm Lane,Greenville,EcoLand,info@earthsbounty.com,9876543217,Jordan Earth,0,1,0,0,1
Trendsetters Inc.,Retail,406 Style Blvd,Fashion City,Italy,info@trendsetters.com,5566778899,Sophia Mode,0,0,0,0,0
AquaPure Waterworks,Utilities,456 Aqua Ave,Waterville,Hydroland,info@aquapure.water,9876543210,Aqua Marina,0,0,0,0,0
Urban Tek,Technology,909 Innovation Drive,Tech City,Innovatia,info@urbantek.com,1333444555,Jordan Tech,0,0,0,0,0
BuildIt,Construction,90 Builder Blvd,Construct City,Buildland,info@buildit.com,9876543214,Jamie Builder,0,0,0,0,0
Tech Dynamics,Technology,1100 Dynamics Rd,Innovate City,Techland,support@techdynamics.com,6677889909,Dynamics Group,0,0,0,0,0
Foodies Delight,Food,106 Gourmet Ave,FoodCity,Tasteland,info@foodiesdelight.com,8901234567,Hank Red,0,0,0,0,0
Organic Delights,Food,113 Fresh St,FoodCity,FreshLand,contact@organicdelights.com,9089012345,Alex Fresh,0,0,0,0,0
FinTech Innovations,Finance,1414 Money St,Finance City,Finland,contact@fintechinnovations.com,16111222333,Chris Finance,0,0,0,0,0
Tech Innovators,Technology,35 Tech Park,Innovate City,Techland,info@techinnovators.com,1234567890,Sam Innovate,0,0,0,0,0
Green Solutions Inc.,Energy,456 Green Road,Eco City,Greenland,solutions@greensolutions.com,9876543214,Ella Green,0,0,0,0,0
WaterWorks Ltd.,Water Management,789 Aqua Rd,Waterville,Aquaria,support@waterworks.com,2233445601,River Flow,1,2,1,1,2
Health First,Healthcare,606 Wellness Rd,Health City,Careland,contact@healthfirst.com,3344556677,Dr. Heal,0,0,0,0,0
FashionHub,Fashion,444 Style St,Fashion City,Trendland,info@fashionhub.com,1889900112,Style Icon,0,0,0,0,0
Innovate Systems,Technology,204 Tech Park,Innovate City,Techland,contact@innovatesystems.com,1234567894,Alex Innovate,0,0,0,0,0
Eco Transport,Transportation,753 Green Road,Transport City,Moveland,info@ecotransport.com,1559988775,Sam Move,0,0,0,0,0
TechConstruct Inc,Construction,606 Tech Ave,Construct City,Buildland,info@techconstructinc.com,3344556683,Alex Tech,0,0,0,0,0
Wanderlust Adventures,Travel,324 Explore St,Adventure City,Traveland,hello@wanderlust.com,7788990014,Taylor Wanderer,0,0,0,0,0
Tech Innovators,Technology,99 Silicon Road,Techville,Innovatia,contact@techinnovators.com,1987654321,Morgan Tech,0,0,0,0,0
AutoDrive Ltd.,Automotive,78 Motorway,Autotown,Carland,support@autodrive.auto,3344556677,Carla Vroom,0,0,0,0,0
Foodies Delight,Food & Beverage,753 Gourmet St,Culinary City,Foodland,info@foodiesdelight.com,5566778899,Chef Julia,0,0,0,0,0
Silicon Innovators,Technology,127 Silicon Avenue,Techville,Innovatia,contact@siliconinnovators.com,1234567894,Alex Byte,0,0,0,0,0
Green Energy Solutions,Energy,456 Eco Street,Greenville,EcoLand,contact@greenenergy.sol,9876543210,Eco Warrior,0,0,0,0,0
TechPioneers,Technology,321 Tech Blvd,Techville,InnovLand,support@techpioneers.com,6789012346,Mia Johnson,0,0,0,0,0
Skyline Architects,Architecture,606 Design Drive,Arch City,Designland,contact@skylinearchitects.com,1222333444,Jordan Designer,0,0,0,0,0
TechPioneers,Technology,808 Innovation Blvd,Techville,Innovatia,pioneers@techpioneers.inn,9876543219,Pioneer Leader,0,0,0,0,0
Fashion Forward,Fashion,4000 Style Rd,Fashion City,Stylia,info@fashionforward.com,1122334455,Style Icon,0,0,0,0,0
Eco Innovators,Environmental,852 Green St,Eco City,Sustainland,info@ecoinnovators.com,6677889900,Morgan Green,0,0,0,0,0
EduFuture,Education,505 Learn Ave,Knowledge City,EduNation,contact@edufuture.com,5566778899,Eli Educator,0,0,0,0,0
Solar Innovations,Energy,789 Solar St,Sunnytown,EcoLand,contact@solarinnovations.com,1222333446,Carol Green,0,0,0,0,0
Constructive Builders,Construction,789 Construct Lane,Constructopolis,Buildland,contact@constructive.builders,4445556667,Builder Construct,0,0,0,0,0
Quantum Innovatons,Information Technology,125 Innovation Dr.,Techville,Futuristan,info@quantum.innovations,1234567892,Alexis Quantum,0,0,0,0,0
Media Buzz,Media,444 Broadcast Ave,Media City,Broadcastia,info@mediabuzz.com,2444555666,Walter Cronkite,0,0,0,0,0
Artistry,Arts,159 Creative St,Art City,Creativeland,contact@artistry.art,5566774433,Chris Artist,0,0,0,0,0
TechSavvy,Technology,1212 Silicon Ave,Tech City,Techland,support@techsavvy.tech,1213141516,Gadget Guru,0,0,0,0,0
AgriGrowth,Agriculture,321 Farm Rd,Agro City,Farmville,support@agrigrowth.farm,1555765432,Farmer Joe,0,0,0,0,0
Travel Experts,Travel,1200 Explore Ave,TravelTown,WanderLand,info@travelexperts.com,1011121314,Dora Explorer,0,0,0,0,0
Blue Water Systems,Utilities,789 Water Lane,Hydro City,Waterland,support@bluewater.water,1122334458,Jordan Blue,0,0,0,0,0
Foodies Delight,Food & Beverage,159 Gourmet Ave,Culinary City,Foodland,contact@foodiesdelight.food,1555219876,Chef Gourmet,0,0,0,0,0
Construct City Developers,Construction,62 Builder Blvd,Construct City,Buildland,developers@constructcity.com,1122446694,Jordan Lee,0,0,0,0,0
Digital Dreams,Technology,1300 Code St,Tech City,Innovatia,info@digitaldreams.tech,9900112233,Coder Vision,0,0,0,0,0
EduFuture Academy,Education,400 Learning Lane,EduCity,EduLand,contact@edufuture.com,9900445566,Emma Edu,0,0,0,0,0
Entertainment World,Entertainment,951 Fun St,Fun City,Playland,contact@entertainmentworld.com,1987654321,Fun Master,1,1,1,1,1
EcoCity Innovations,Renewable Energy,123 Green St.,EcoCity,GreenLand,innovations@ecocity.com,9900556677,Eco Holdings,0,0,0,0,0
Tech Innovators Partners,Technology,456 Tech Ave,Innovate City,Techland,partners@techinnovators.com,1234567895,Alex Partner,0,0,0,0,0
Media World,Media,1212 Broadcast Blvd,Media City,Newland,contact@mediaworld.com,1223344556,News Anchor,2,2,2,2,2
Tech Innovations Inc,Technology,101 Tech Park,Innovate City,TechLand,info@techinnovations.com,9876543210,Jordan Smith,0,0,0,0,0
Tech Innovators,Technology,100 Tech Park,Innovate City,Techland,info@techinnovators.com,1234567890,John Doe,0,0,0,0,0
HarvestTime Co.,Agriculture,328 Harvest Rd,FarmVille,AgriLand,support@harvesttime.com,9900111129,Olivia Farm,0,0,0,0,0
HealthCare Plus,Healthcare,200 Wellness St,HealthCity,CareLand,info@healthcareplus.com,6655443322,Dr. Care Well,0,0,0,0,0
HydroWave Technologies,Hydropower,789 River Rd,HydroCity,Waterland,contact@hydrowavetech.com,9876543210,Hydro Holdings,0,0,0,0,0
MediaWorks,Media,808 Broadcast Ln,MediaCity,BroadcastLand,info@mediaworks.com,1234567890,Broadcast Enterprises,0,0,0,0,0
TechSolutions Group,Technology,258 Innovation Way,Tech City,InnovateLand,support@techsolutions.tech,2112233445,Innovator Tech,0,0,0,0,0
Green Earth Farms,Agriculture,77 Greenfield Rd,Farmville,AgriLand,hello@greenearthfarms.com,9988776655,Pat Fields,0,0,0,0,0
Retail Revolution,Retail,1111 Shop Street,RetailCity,MarketLand,support@retailrevolution.com,9900112233,Karen Market,0,0,0,0,0
Tech Solutions,Technology,125 Tech Lane,Innovate City,Techland,solutions@techsolutions.com,1234567892,Pat Tech,0,0,0,0,0
Tech Innovators,Technology,789 Innovate Blvd,Innovation City,Techland,support@techinnovators.com,1122446688,Morgan Innovator,0,0,0,0,0
Digital Solutions Corp.,Technology,1100 Tech Avenue,Digital City,TechLand,contact@digitalsolutions.com,1123456789,Ivy Tech,0,0,0,0,0
AgriPros,Agriculture,1212 Pro St,Pro City,USA,info@agripros.com,1011121314,Pro Farmer,0,0,0,0,0
GreenTech Solutions,Renewable Energy,123 Solar St,Sunnytown,EcoLand,support@greentech.com,1234567890,Sam Green,0,0,0,0,0
Star Media Solutions,Media,1000 Broadcast Blvd,Media City,Mediatopia,hello@starmediasolutions.com,8899001126,Media Star,0,0,0,0,0
CityLights Entertainment,Entertainment,1400 Broadway,Showtown,Cinematica,info@citylights.entertainment,9988776689,Star Bright,0,0,0,0,0
TechWave Ventures,Technology,615 Silicon St,Techville,Innovatia,ventures@techwave.com,7788990100,Ms. Venture,0,0,0,0,0
FashionForward,Fashion,1200 Style St.,FashionCity,Trendland,info@fashionforward.com,9900556677,Designer Dana,0,0,0,0,0
TravelEase,Travel,505 Journey Ave,Travel City,Wanderland,support@travelease.com,1667788990,Sam Sapphire,0,0,0,0,0
EduTech Pioneers,Education,300 Learning Ave,EduCity,Learnland,info@edutechpioneers.com,3456789012,Alice Johnson,0,0,0,0,0
Edu Innovators,Education,321 Learning Ln,Edutown,Knowland,info@eduinnovators.com,2233445566,Chris Learn,0,0,0,0,0
EduFuture,Education,321 Learning Ln,Knowville,Learnland,info@edufuture.com,9988776655,Pat Knowledge,0,0,0,0,0
AutoDrive Corp,Automotive,707 Drive Ave,Motor City,AutoLand,info@autodrive.com,6677889900,Taylor Kim,0,0,0,0,0
UrbanBuild Co,Construction,202 Build Blvd,Construct City,Buildland,contact@urbanbuildco.com,3344556677,Casey Builder,0,0,0,0,0
AquaPure Waterworks,Utilities,123 Aqua Lane,Waterville,Hydroland,info@aquapure.com,5566778899,Chris Waters,0,0,0,0,0
HealthFirst Medical,Healthcare,789 Wellness Rd,Healthville,Medland,support@healthfirst.com,1122334455,Pat Health,0,0,0,0,0
Energy Innovators,Energy,258 Power Lane,Energy City,Powerland,contact@energyinnovators.energy,1011121314,Sam Power,0,0,0,0,0
Auto Innovate,Automotive,33 Drive Lane,Motor City,Autoland,contact@autoinnovate.com,6677889900,Casey Driver,0,0,0,0,0
HealthFirst Inc.,Healthcare,12 Wellness Blvd.,Healthcity,Careland,support@healthfirst.com,9876543212,Clara Health,0,0,0,0,0
BuildIt Construction,Construction,505 Build St,Construct City,Buildland,info@buildit.com,1667788990,Bob Builder,0,0,0,0,0
FinSecure Bank,Finance,303 Money St,Banktown,Finland,contact@finsecure.com,4455667788,Mr. Banker,0,0,0,0,0
Tech Giants,Technology,444 Giant Rd,Techville,Techland,support@techgiants.com,1415161718,Jamie Tech,0,0,0,0,0
Digital Dreams,Digital Media,852 Pixel Blvd,MediaCity,DigitalLand,info@digitaldreams.com,4456789027,Media Master,0,1,1,0,1
BuildRight Construction,Construction,500 Construct Ave,Construct City,Buildland,info@buildrightconstruction.com,3344556679,Morgan Construct,0,0,0,0,0
Auto Innovate,Automotive,159 Drive Ave,AutoCity,CarLand,support@autoinnovate.com,6677889900,Henry Fordson,0,0,0,0,0
Culinary Creations,Food & Beverage,16000 Flavor St,Culinary City,Culinaryland,info@culinarycreations.com,1718192021,Chef Innovator,0,0,0,0,0
BuildRight Construction,Construction,321 Builder St,ConstructVille,BuildLand,contact@buildright.com,4567890123,Sam Build,0,0,0,0,0
Green Energy Solutions,Energy,808 Solar St,EcoCity,Sustainland,contact@greenenergy.com,9900112233,Sam Solar,0,0,0,0,0
MediaWave Productions,Media,147 Broadcast Blvd,Mediaville,Broadcastland,info@mediawave.pro,6677889900,Sam Producer,0,0,0,0,0
HealthFirst Medical,Healthcare,456 Wellness Blvd,Health City,Careland,contact@healthfirst.care,1516171819,Care Group,0,0,0,0,0
Constructive Solutions,Construction,703 Build Rd,Construct City,Buildland,support@constructivesolutions.com,5566778899,Diana Designer,0,0,0,0,0
FreshFarm Produce Inc.,Agriculture,707 Farm Lane,Harvest,Agroland,info@freshfarm.produce,1112131415,Farmer Fresh,0,0,0,0,0
EduFuture Academy,Education,789 Learning Ln,Knowledge City,Educatia,info@edufuture.com,1122446688,Dr. Learn,0,2,1,1,2
FinSecure Bank,Finance,7000 Money Ave,FinanceCity,BankLand,contact@finsecurebank.com,9078901234,Frank Silver,0,0,0,0,0
TechPioneers,Technology,400 Innovation Dr,Tech City,Innovatia,support@techpioneers.com,1122334455,Chris Innovate,0,0,0,0,0
AutoDrive Motors,Automotive,1100 Drive Blvd,Motor City,Autoland,contact@autodrivemotors.com,8899001122,Sam Driver,0,0,0,0,0
HealthFirst Clinics,Healthcare,800 Health Ave.,HealthCity,Careland,info@healthfirstclinics.com,9900112233,Dr. Heal,0,0,0,0,0
