name,sector,address,city,country,email,phone,owner,safety_grievances,pay_grievances,conditions_grievances,treatment_grievances,workload_grievances
Digital Dreams,Technology,1400 Cyber St,Tech City,Digitalia,info@digitaldreams.com,1012345678,Taylor Digital,1,2,1,0,1
Edu Pioneers,Education,1415 Knowledge Lane,Edu City,Learnland,contact@edupioneers.com,1334455667,Edu Leader,0,0,0,0,0
TechPioneers,Technology,111 Innovate Blvd,TechCity,InnovateLand,info@techpioneers.com,3456789012,Jamie Innovator,0,0,0,0,0
Harvesters United,Agriculture,659 Farm Lane,Agri City,Farmville,info@harvestersunited.agri,9871234572,Ms. Planter,0,0,0,0,0
HomeComfort Furnishings,Retail,99 Comfort Lane,Furnishville,Homeland,support@homecomfort.retail,4455667788,Comfort Group,0,0,0,0,0
AgriGrowth,Agriculture,159 Farm Rd,Agro City,Farmville,info@agrigrowth.com,4455667788,George Farmer,0,0,0,0,0
Fashion Forward,Fashion,900 Style St,FashionCity,StyleLand,contact@fashionforward.com,7788990011,Anna Trend,0,0,0,0,0
Urban Developments,Real Estate,102 Urban St,Metro City,UrbanLand,contact@urbandevelopments.com,2233445566,City Planner,0,0,0,0,0
AgroSolutions,Agriculture,140 Harvest Rd,AgroCity,FarmLand,info@agrosolutions.com,5566773354,Field Crop Jr.,0,0,0,0,0
TechWave Innovations,Technology,99 Tech Park,Innovate City,Techland,info@techwave.com,4455667892,Chip Byte,0,0,0,0,0
Logistics Experts,Logistics,11 Transport Ln,Logistic City,Moveland,info@logisticsexperts.com,8877665544,Mover Shaker,0,0,0,0,0
Fashion Foward,Retail,654 Style St.,Fashion City,Trendland,info@fashionforward.retail,3344556677,Style Icon,0,0,0,0,0
GreenLeaf Produce,Agriculture,457 Farm Road,Agro Town,Farmville,support@greenleafproduce.com,9876543212,Samantha Farmer,1,2,1,0,1
AgriGrowth,Agriculture,1010 Farm Rd,Agroville,Farmland,info@agrigrowth.com,1112131415,Mike Farm,1,1,1,1,1
Wanderlust Ventures,Travel,509 Adventure Blvd,TravelCity,TravelLand,contact@wanderlustventures.com,2233445569,Casey Wanderer,0,0,0,0,0
Epicurean Delights,Food & Beverage,311 Gourmet Road,Foodtown,Cuisineland,contact@epicureandelights.food,7778889994,Chef Artisan,0,0,0,0,0
Eco Farms,Agriculture,909 Green Road,Farmville,Agriland,info@ecofarms.com,1101122334,Green Holdings,0,0,0,0,0
Fashion Forward,Fashion,987 Style Ave,Fashion City,StyleLand,contact@fashionforward.com,1990011223,Taylor Style,0,0,0,0,0
MountainPeak Adventurez,Tourism,505 Summit Street,Highland,Mountland,info@mountainpeak.adventures,6677889900,Climber Hill,0,0,0,0,0
Tech Innovators,Technology,101 Tech Park,Innovate City,Techland,contact@techinnovators.com,1234567890,Jordan Tech,0,0,0,0,0
BuildIt,Construction,808 Build Blvd,Construct City,Buildland,contact@buildit.com,1778899001,Mr. Builder,0,0,0,0,0
EduFuture Academy,Education,789 Learning Lane,Knowledge City,Learnland,admissions@edufutureacademy.com,1122334455,Chris Educate,0,0,0,0,0
HealthFirst,Healthcare,400 Health St,Wellness City,HealthLand,contact@healthfirst.com,2233445566,Dr. Care,0,0,0,0,0
GreenTech Enterprises,Renewable Energy,123 Green St.,EcoCity,GreenLand,enterprises@greentech.com,9900556677,Eco Holdings,0,0,0,0,0
Media Masterz,Media,808 Broadcast Blvd,Media City,Mediatown,contact@mediamasters.com,1666777888,Jordan Media,0,0,0,0,0
AutoDrive Motors,Automotive,456 Drive Ave,Motor City,Autoland,info@autodrive.com,5566778899,Alex Auto,0,0,0,0,0
Gourmet Bites,Food & Beverage,1000 Taste St,Flavor City,Culinaryland,contact@gourmetbites.com,1123456789,Jamie Flavor,0,0,0,0,0
Media Creators,Media,707 Broadcast Blvd,Media City,Medialand,info@mediacreators.media,123456789,Producer Media,0,0,0,0,0
Blue Sky Airlines,Aviation,1 Flight Path,Sky City,Aeroland,info@blueskyairlines.com,6677889900,Liam Sky,0,0,0,0,0
Taste Buds,Food & Beverage,162 Gourmet Rd,Food City,Culinaryland,hello@tastebuds.com,1556677889,Alexis Fry,0,0,0,0,0
RightConstruct Group,Construction,456 Right Way,Build City,Constructia,hello@rightconstruct.com,1122334455,Sam Right,0,0,0,0,0
LunarTech Systems,Technology,707 Moonlight Ave,Lunaria,Moonland,info@lunartech.sys,4455667899,Luna Moon,0,0,0,0,0
HealthFirst,Healthcare,300 Wellness Ave,Healthtown,Careland,contact@healthfirst.com,1987654321,John Health,0,0,0,0,0
AgriGrow Farms,Agriculture,1200 Farm Rd,AgriCity,Farmville,info@agrigrowfarms.com,7788990011,Farmer Green,1,1,1,1,1
RiverFlow Hydraulics,Engineering,198 River Rd,Flowtown,Waterland,contact@riverflow.hydraulics,4455667814,River Stream,0,0,0,0,0
Health Solutions Ltd.,Healthcare,812 Health Blvd,Health City,Healthland,contact@healthsolutions.health,9988776657,Caregiver Heal,0,0,0,0,0
AutoDrive Inc,Automotive,600 Motorway,Drive City,Autoland,info@autodrive.com,1134567890,Alex Drive,0,0,0,0,0
UrbanBuild Co.,Construction,300 Build Blvd,Construct City,Buildland,info@urbanbuild.com,1122445566,Chris Mason,0,0,0,0,0
FashionForward,Retail,8000 Style Ave,Fashion City,Trendland,contact@fashionforward.com,9988776577,Morgan S. Trend,0,0,0,0,0
TravelEase Agency,Travel,321 Journey Rd,Travel Town,Wanderland,support@travelease.com,7890123456,Mr. Wander,0,0,0,0,0
Auto Innovate,Automotive,159 Drive Rd,Motor City,Autoland,info@autoinnovate.com,5566778899,Taylor Drive,0,0,0,0,0
Learning Horizon School,Education,414 Knowledge Blvd,Learnville,EduNation,contact@learninghorizon.edu,8899001188,Clever Hawk,0,0,0,0,0
BrightFuture Education,Education,1400 Knowledge Ave,EduCity,Learnland,contact@brightfutureeducation.com,1213141516,Dr. Bright,0,0,0,0,0
Auto Solutions,Automotive,163 Car St,Motor City,Autoland,contact@autosolutions.mot,1990088994,Daniella Drive,0,0,0,0,0
TravelWorld Agncy,Travel,707 Journey St,Explore City,Travelia,contact@travelworld.com,1555666777,Wander Lust,0,0,0,0,0
Edu Learn,Education,789 Knowledge St,Learnville,EduNation,contact@edulearn.com,1122334455,Prof. Teach,0,0,0,0,0
TravelWorld Agency,Travel,505 Journey Rd,TravelCity,ExploreLand,contact@travelworld.com,8901234567,Jamie Explorer,0,0,0,0,0
Travel Ventures,Travel,900 Adventure Rd,Travel City,Wanderland,support@travelventures.com,1778899001,Mr. Explorer,0,0,0,0,0
FoodDelight,Food & Beverage,159 Gourmet St,FoodVille,TasteLand,info@fooddelight.com,6677889900,Jamie Cook,0,0,0,0,0
Agriculture Pioneers,Agriculture,1313 Farm Rd,Agrotown,Farmland,contact@agriculturepioneers.com,1415161718,Agro Group,1,1,2,0,3
Solar Solutions,Energy,457 Solar Rd,Eco City,GreenLand,info@solarsolutions.com,6677889901,Sam Green,0,0,0,0,0
Oceanic Ventures,Tourism,707 Ocean View,Seaside,Atlantis,contact@oceanicventures.com,8901234567,Gina Sea,0,0,0,0,0
EcoTech Enterprises,Technology,129 Silicon Avenue,Tech City,Innovatia,contact@ecotechenterprises.com,1234567896,Morgan Green,0,0,0,0,0
SkyPath Logistics,Logistics,421 Sky St.,SkyCity,SkyLand,hello@skypath.com,9900990024,Sky Navigator,0,0,0,0,0
GreenLand Wind Farms,Renewable Energy,654 Breeze Ln.,EcoCity,GreenLand,hello@greenlandwind.com,9900556681,Eco Holdings,0,0,0,0,0
GreenEarth Landscaping,Landscaping,1500 Garden Road,Green City,Gardenland,contact@greenearth.sol,1516171819,Flora Green,0,0,0,0,0
Buildtown Developers,Construction,655 Brick Lane,Buildtown,Constructia,info@buildtowndev.com,5566778898,Jamie Construct,0,0,0,0,0
MediaMinds,Media,852 Broadcast Blvd,Media City,Mediaville,support@mediaminds.media,7788990011,Casey Media,0,0,0,0,0
EduTech Pioneers,Education,700 Learn Ln,Knowledge City,Eduworld,info@edutechpioneers.com,9988776655,David Brown,0,0,0,0,0
TechWave Solutions,Technology,618 Silicon St,Tech City,Innovatia,solutions@techwave.tech,1990011228,Gadget Guru,0,0,0,0,0
Travel Treasures,Travel,222 Explore Rd,Travel City,Wanderland,info@traveltreasures.travel,1444555666,Jordan Journey,0,0,0,0,0
Skyline Holdings Inc.,Finance,410 Build St,Construct City,BuildLand,contact@skyline.com,2233445576,Taylor Erect,0,0,0,0,0
FreshWave Air,Utilities,95 Windy Way,Breezyville,Airland,contact@freshwave.air,4455667793,Gale Storm,0,0,0,0,0
Foodies Delight,Food & Beverage,408 Market Street,Food Town,GourmetLand,hello@foodiesdelight.com,1122334463,Jamie Baker,0,0,0,0,0
Foodies Delight,Food & Beverage,6000 Taste Blvd,Food City,Foodland,contact@foodiesdelight.food,9067890123,Chef Yummy,0,0,0,0,0
Green Energy Solutions,Energy,456 Eco Rd,GreenCity,EcoLand,info@greenenergy.com,9876543210,Ella Green,0,0,0,0,0
TravelWonders Agency,Travel,1010 Adventure Rd,Travel Town,Wanderland,contact@travelwonders.ag,1889900112,Traveler Tom,0,0,0,0,0
Tech Innovators Group,Technology,127 Tech Ave,Techville,Techland,group@techinnovators.tech,9023456793,Tech Leader,0,0,0,0,0
Culinary Creations,Food & Beverage,654 Gourmet Street,Flavor Town,Gastronomia,info@culinarycreations.food,3344556678,Chef Delight,0,0,0,0,0
EcoPower Innovations,Renewable Energy,789 Solar St,GreenCity,EcoWorld,contact@ecopowerinnovations.com,9988773345,Eco Light,0,0,0,0,0
AgriGrowth,Agriculture,789 Farm Lane,Harvestville,AgroNation,info@agrigrowth.com,1122334455,Sara Fields,0,0,0,0,0
Constructive Creations,Construction,801 Build Rd,Construct City,Buildland,creations@constructive.com,5566778899,Betty Builder,0,0,0,0,0
UrbanBuild,Construction,22 Builder St,Construct City,Buildland,contact@urbanbuild.com,5566778899,Builder Bob,5,2,3,1,4
Foodies Delight,Food & Beverage,600 Gourmet Ave,Taste Town,Foodland,contact@foodiesdelight.com,1999000111,Chef Cook,0,1,1,0,1
Visionary Estates,Real Estate,1122 Realty Lane,Realty City,UAE,contact@visionaryestates.com,6655443323,Karen Smith,0,0,0,0,0
EduSmart Learning,Education,505 Knowledge Ave,Learnville,EduNation,info@edusmart.edu,8901234567,Smart Education,0,0,0,0,0
HealthFirst Medical,Healthcare,200 Wellness Blvd,Health City,Medica,contact@healthfirst.com,1234567890,Dr. John Care,0,0,0,0,0
HealthFirst Medical,Healthcare,300 Wellness Way,HealthTown,Careland,support@healthfirst.com,3456789012,Dr. Care,1,0,2,1,1
Harvest Innovations,Agriculture,501 Farm Rd,Harvest City,AgriLand,contact@harvestinnovations.com,3344556678,Farmer Jane,0,0,0,0,0
FinSecure,Finance,202 Money Road,Finance City,Wealthland,contact@finsecure.com,3344556677,Banker Rich,0,0,0,0,0
Energy Savers,Energy,404 Power Rd,Energize City,Powerland,info@energysavers.com,3344556677,Taylor Power,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar St,Greenville,EcoNation,info@greenenergy.com,1987654321,Ms. Emma Green,0,0,0,0,0
Solar Solutions,Energy,301 Solar Rd,Eco City,Sustainland,contact@solarsolutions.com,9876543211,Sunny Ray,0,0,0,0,0
Green Energy Corp,Energy,106 Energy Blvd,Eco City,EcoLand,contact@greenenergy.corp,2223344563,Eco Innovator,0,0,0,0,0
Foodies Delight,Food & Beverage,800 Gourmet Rd,Foodtown,Culinaryland,info@foodiesdelight.fb,6677889900,Chef Cook,0,0,0,0,0
Build Better Homes,Construction,1212 Builder Street,Construct City,Buildland,contact@buildbetterhomes.com,2233445566,Mr. Builder,0,0,0,0,0
Renewable Power Co,Energy,18 Wind Ave,Greenville,EcoLand,contact@renewablepowerco.com,9876543213,Alec Green,0,0,0,0,0
Adventure Heights,Tourism,812 Summit Street,Adventure City,Explorland,contact@adventureheights.com,1444555668,Taylor Summit,0,0,0,0,0
Green Energy Corp,Energy,200 Solar Ave,Eco City,Greenland,contact@greenenergy.com,1987654321,Taylor Green,0,0,0,0,0
Culinary Concepts,Food & Beverage,321 Flavor Blvd,Culinary City,Foodland,concepts@culinaryconcepts.com,6677889903,Chef Savory,0,0,0,0,0
EduTech Global,Education,106 Knowledge Ave,LearnCity,EduNation,global@edutech.com,6677889905,Dr. Edu Global,0,0,0,0,0
TechnoBuild Ltd,Construction,45 Builder St,Constructville,Buildland,info@technobuild.com,9876543210,John Builder,5,2,1,0,3
EcoConstruct Ltd,Construction,321 Eco Ave,Eco City,Greenland,contact@ecoconstruct.com,1122334455,Alex Eco,0,0,0,0,0
HealthFirst,Healthcare,456 Wellness Ave,Health City,Careland,contact@healthfirst.care,1555987654,Dr. Emily Care,0,0,0,0,0
Tech Innovators Ltd.,Technology,153 Innovation Dr,Tech City,Innovatia,info@techinnovatorsltd.com,1122446697,Innovator Group,0,0,0,0,0
Seaside Shipping,Maritime,102 Harbor Lane,Port Town,Sealand,info@seasideshipping.com,1889900112,Morgan Harbor,0,0,0,0,0
EduLeaders,Education,1212 Learn St,Knowledge City,EduNation,info@eduleaders.com,1213141516,Leo Educator,0,0,0,0,0
GreenEnergy,Energy,202 Solar Blvd,Green City,EcoLand,contact@greenenergy.com,1122334455,Ms. Green,0,0,0,0,0
EduTech,Education,77 Learning Ln,Knowledge City,EduNation,info@edutech.com,1122446688,Chris Educator,0,0,0,0,0
BuildLand Innovations,Construction,10003 Constructive Rd,ConstructCity,BuildLand,info@buildlandinnovations.com,9012345678,Ivy Cyan,0,0,0,0,0
Green Energy Partners,Energy,123 Renewable Blvd,Eco Town,Sustainia,partners@greenenergy.sol,2345678906,Eco Partner,0,0,0,0,0
Green Energy Co,Energy,456 Green St,Greenville,Greenland,info@greenenergy.co,9034567890,Eco Friendly,0,0,0,0,0
Bright Minds,Education,109 Knowledge Blvd,Learnville,Educatia,info@brightminds.learn,2233445574,Ms. Brainy,0,0,0,0,0
Innovative Tech Corp.,Technology,123 Silicon Ave,Techville,Innovatia,support@innovativetech.com,1234567890,Alex Innovate,0,0,0,0,0
EcoBuild Ltd.,Construction,78 Eco St.,Buildville,Constructia,contact@ecobuild.com,9876543211,Bob Builder,0,0,0,0,0
Tech Innovators,Technology,123 Tech Lane,InnovateCity,TechLand,info@techinnovators.com,123456789,John Tech,0,0,0,0,0
HealthFirst Medical,Healthcare,789 Wellness Blvd,Health City,Medica,contact@healthfirst.com,1555765432,Dr. Heal Good,0,0,0,0,0
AgroLeaders,Agriculture,201 Green Lane,Farmtown,Agroland,info@agroleaders.ag,9876543211,Pat Cultivator,0,0,0,0,0
UrbanLiving Realty,Real Estate,1313 Cityscape Blvd,Metropolis,Urbia,info@urbanliving.real,1213141516,Realtor Home,0,0,0,0,0
EcoLiving Homes,Real Estate,1300 Green St,EcoCity,GreenLand,contact@ecoliving.com,1234567801,Benjamin Lewis,0,0,0,0,0
GeneTech Solutions,Biotechnology,1414 Bio Street,Biotown,Bioland,contact@genetech.sci,9988776655,Dr. Helix,0,0,0,0,0
Trendsetters Inc.,Retail,608 Style Ave,Fashion City,Stylia,info@trendsetters.com,7788990013,Morgan Chic,0,0,0,0,0
TravelWonders,Travel & Tourism,753 Adventure Road,Explore City,Wanderland,contact@travelwonders.com,6677889900,Travel Guru,0,0,0,0,0
Green Transport,Automotive,456 Eco Rd,Drive City,Autoland,contact@greentransport.com,6677889900,Eco Group,0,0,0,0,0
TechnoWorld,Technology,1300 Tech Blvd,Techville,Innovatia,info@technoworld.com,1901234567,Liam World,0,0,0,0,0
SkyHigh Aviation,Transportation,114 Flight Path,Sky City,Airland,info@skyhigh.aviation,4455667807,Sky Pilot,0,0,0,0,0
HealthPlus,Healthcare,303 Wellness Way,Health City,CareLand,support@healthplus.com,3456789012,Olivia Brown,0,0,0,0,0
Oceanic Ventures,Marine,1414 Ocean Blvd,Seaside,Aquatica,info@oceanicventures.com,1415161718,Nina Ocean,0,0,0,0,0
Tech Creators Group,Information Technology,456 Tech Park,Innovate City,Techland,contact@techcreators.com,1223344556,Morgan Design,0,0,0,0,0
AgriGroth Corp.,Agriculture,159 Farm Rd,Harvest Town,Agroland,contact@agrigrowth.com,1556677889,Morgan Field,0,0,0,0,0
BlueSky Technologies,Technology,100 Tech Avenue,Innovate City,Techland,info@blueskytech.com,1234567890,Alex Blue,0,0,0,0,0
EduTech Research,Education,110 Knowledge Ave,LearnCity,EduNation,research@edutech.com,6677889909,Dr. Edu Research,0,0,0,0,0
Green Energi Solutions,Renewable Energy,456 Greenway Dr.,Eco Town,Greenland,solutions@greenenergy.com,1234567895,Ella Green,0,0,0,0,0
Innovatech,Technology,116 Silicon Blvd,Techville,Innovatia,info@innovatech.com,1122334455,Liam Tech,0,0,0,0,0
Style Masters,Fashion,808 Trend Ave,Fashion City,Trendland,contact@stylemasters.com,1555500456,Taylor Trend,0,0,0,0,0
EcoTech Solutions,Technology,123 Green Valley,Eco City,Sustainia,contact@ecotech.io,1234567890,Mr. Eco,0,0,0,0,0
Foodies Delight,Food & Beverage,800 Gourmet St,Culinary City,Italy,info@foodiesdelight.com,390612345678,Giovanni Rossi,0,0,0,0,0
Artistic Expressions,Arts,369 Creative Blvd,ArtCity,CultureLand,info@artisticexpressions.com,1314151617,Mia Copper,0,0,0,0,0
HealthTech Innovations,Healthcare,318 Wellness Way,Healthville,Mediland,info@healthtechinnovations.com,4455667798,Jordan Health,0,0,0,0,0
Eco Power Innovations,Energy,457 Renewable Rd,Eco Town,Sustainia,info@ecopower.sol,2345678902,Eco Friendly,0,0,0,0,0
Eco Innovations Ltd.,Energy,789 Eco St,EcoCity,Sustainland,info@ecoinnovations.com,9876543210,Liam Green,0,0,0,0,0
Foodies Delight,Food & Beverage,800 Gourmet Ave,Foodville,Culinaryland,contact@foodiesdelight.food,6677889900,Jamie Cook,0,0,0,0,0
Digital Solutions,Technology,800 Digital Dr,Innovate City,Techland,support@digitalsolutions.com,6677889906,Solution Group,0,0,0,0,0
Solaris Power,Energy,606 Sun Blvd,Bright City,Solaria,contact@solaris.com,6677889900,Sunny Ray,1,0,1,0,1
Green Energy Solutions,Energy,456 Green St,Eco City,Greenland,contact@greenenergy.com,1666000222,Pat Green,0,0,0,0,0
TechSavvy Solutions,Technology,1515 Tech Lane,Tech City,Innovateland,solutions@techsavvy.innov,1122446688,Gadget Gear,0,0,0,0,0
Foodies Delight,Food & Beverage,600 Gourmet Rd,Foodtown,Culinary,info@foodiesdelight.com,6677889900,Chef Tasty,0,0,0,0,0
AgriGrowth,Agriculture,654 Farm Rd,AgriTown,Farmville,info@agrigrowth.farm,9067890123,Farm Leader,0,0,0,0,0
Eco Builders,Construction,202 Green St,Eco City,Buildland,info@ecobuilders.com,6677889908,Jamie Eco,0,0,0,0,0
Auto Dynamics,Automotive,99 Motorway,Car City,Autoland,info@autodynamics.com,9988776655,Jordan Driver,0,0,0,0,0
HealthFirst,Healthcare,400 Wellness Blvd,Health City,CareLand,support@healthfirst.com,9900445566,Morgan Care,0,0,0,0,0
TechCorp,Technology,123 Silicon Valley,TechCity,Innovland,info@techcorp.com,1234567890,Tech Guru,0,0,0,0,0
EcoCurrent Innovations,Energy,23 Ocean Drive,Wavetown,Australia,info@ecocurrent.com.au,61123456791,Nina Wave,0,0,0,0,0
BuildRight Corp.,Construction,303 Right Way,Build City,ProLand,info@buildright.com,3344556684,Chris Right,0,0,0,0,0
BuildIt Construction,Construction,600 Build Ave,Construct City,Buildland,info@builditconstruction.com,3344556677,Sam Builder,0,0,0,0,0
DrinkWorld,Food & Beverage,409 Market Street,Food Town,GourmetLand,support@drinkworld.com,1122334464,Alexis Cook,0,0,0,0,0
Agriculture Advance,Agriculture,77 Farm Lane,Harvest Town,Agroland,support@agricultureadvance.com,9988776655,Bob Farmer,0,0,0,0,0
HealthFirst Medical,Healthcare,456 Wellness Blvd,HealthTown,USA,contact@healthfirst.com,1987654322,Jane Smith,0,0,0,0,0
TrendSetters,Retail,413 Style Street,Fashion City,Trendland,info@trendsetters.retail,5566778895,Taylor Mode,0,0,0,0,0
UrbanBuild Co,Construction,600 Build St,Construct City,BuildLand,contact@urbanbuild.com,9900667788,Jordan Stone,0,0,0,0,0
EduTech Academy,Education,111 Knowledge Ave,LearnCity,EduNation,academy@edutech.com,6677889910,Prof. Edu Academy,0,0,0,0,0
EcoBuild Constructions,Construction,789 Builder St,Construct City,Buildland,contact@ecobuild.con,1122334455,Builder Bob,0,0,0,0,0
GreenTech Partners,Technology,304 Innovation Drive,Tech City,Innovatia,partners@greentech.com,1778899005,Taylor Green,0,0,0,0,0
Construction Giants Inc.,Construction,444 Build St,Construct City,Buildland,info@constructiongiants.inc,9988774455,Builder King,0,0,0,0,0
Careland Medical Group,Healthcare,129 Care St,Health City,Careland,support@carelandmed.med,3334445560,Dr. Best,0,0,0,0,0
EduTech Academy,Education,58 Knowledge Ln,LearnVille,EduLand,support@edutechacademy.com,6677889901,Edu Group,0,0,0,0,0
BuildSmart Co.,Construction,1122 Builder's Way,Constructopolis,Buildland,info@buildsmart.com,5566778894,Taylor Jordan,0,0,0,0,0
Urban Development Co,Construction,321 Build Ave,Construct City,BuildLand,contact@urbandev.com,6677889900,Build Group,0,0,0,0,0
Constructive Ventures,Construction,1212 Enterprise Blvd,Enterprise City,USA,info@constructive.ventures,1314151620,Jane Builder,0,0,0,0,0
Health First Clinics,Healthcare,321 Wellness Blvd,HealthTown,CareLand,contact@healthfirst.com,4456789022,Dr. Care,0,1,0,2,2
TravelNow,Travel,753 Adventure Rd,Travel City,Wanderland,info@travelnow.com,8901234567,Wendy Wanderlust,0,0,0,0,0
Auto Driv,Automotive,500 Motorway,Car City,Autoland,contact@autodrive.com,5566443322,Taylor Speed,0,0,0,0,0
TransportGuard,Transportation,852 Transit Rd,Move City,Transland,info@transportguard.com,2233445566,Morgan Purple,0,0,0,0,0
EcoPower Ltd,Energy,34 Windy Way,Breezeburg,Solaria,contact@ecopower.sol,1234567891,Pat Wind,0,0,0,0,0
EcoLyfe Productz,Consumer Goods,101 Green St.,EcoCity,EcoLand,contact@ecolyfeproductz.com,9900112233,Sam Eco,0,0,0,0,0
Tech Innovators Inc.,Technology,123 Silicon Avenue,Techville,Innovatia,contact@techinnovators.com,1234567891,Alice Tech,1,2,1,1,2
TechNova Innovations,Technology,200 Tech Park,Innovate City,Techland,info@technova.com,1234567890,Alex Tech,0,0,0,0,0
Sun Power,Energy,2930 Shine Blvd,Solar Town,Solaria,contact@sunpower.com,1098765432,Sunny Light,0,0,0,0,0
Casey Builders Inc.,Construction,820 Builder Avenue,Constructopolis,Buildland,info@caseybuilders.com,5566778897,Jamie Casey,0,0,0,0,0
AgriGrowth,Agriculture,654 Harvest Road,Farmville,Agroland,contact@agrigrowth.com,4455667788,Taylor Farm,0,0,0,0,0
Tech Savvy,Information Technology,852 Innovation Dr,Tech City,Innovland,info@techsavvy.com,2233445566,Morgan Code,0,0,0,0,0
Blue Ocean Ltd.,Marine,123 Ocean Ave,Seaside,Atlantis,info@blueocean.at,1234567890,Marina Wave,0,0,0,0,0
Fashion Creators,Fashion,654 Trend Avenue,Fashion City,Trendland,info@fashioncreators.fashion,3344556678,Style Icon,0,0,0,0,0
Trendsetters,Fashion,1111 Vogue Street,Fashion City,Trendland,info@trendsetters.fashion,6667778889,Style Leader,0,0,0,0,0
TravelNow Agency,Travel,600 Journey Ave,Explore City,Traveland,info@travelnow.com,1098765432,Morgan Explore,0,0,0,0,0
EduNet Solutions,Education,411 Learning Ln,Edu City,Learnland,support@edunet.com,9876543220,Mr. Mentor,0,0,0,0,0
EduInnovate,Education,109 Learning Ave,Knowledge Town,Learnia,info@eduinnovate.com,4455667796,Jamie Teach,0,0,0,0,0
Blooming Fields,Agriculture,1020 Plant Path,Garden City,Agraria,info@bloomfields.agri,1415161719,Flora Bloom,0,0,0,0,0
UrbanBuild Constructors,Construction,500 Builder St,Construct City,Buildland,contact@urbanbuild.com,1123456789,Pat Builder,0,0,0,0,0
TechNova Innovations,Information Technology,123 Innovation Dr.,Techville,Futuristan,contact@technovainnovations.com,1234567896,Alexis Quantum,0,0,0,0,0
AutoDrive,Automotive,1010 Motorway,Auto City,DriveLand,support@autodrive.com,123456789,Liam Rodriguez,0,0,0,0,0
Media Masters,Media,1010 Broadcast Ln,Media City,Mediatopia,info@mediamasters.com,1666777888,Media Mogul,0,0,0,0,0
Home Comforts,Home & Living,808 Cozy Street,Comfort Town,Homeland,contact@homecomforts.com,9900112233,Frank Black,0,0,0,0,0
Green Energy Solutions,Energy,456 Solar Street,Sunnytown,EcoLand,info@greenenergysolutions.com,9876543210,Ms. Green,0,0,0,0,0
Urban Harvest,Agriculture,456 Urban Lane,Harvest City,USA,info@urbanharvest.com,4455667788,Farmer Fields Jr.,0,0,0,0,0
ChicBoutique,Retail,789 Chic Blvd,Fashion City,StyleLand,support@chicboutique.com,5678905678,Emma Taylor,0,0,0,0,0
SkyReach Engineering,Engineering,417 Sky St.,SkyCity,SkyLand,engineering@skyreach.com,9900990024,Sky Engineer,0,0,0,0,0
Fashion Forward,Fashion,404 Style St,Trend City,Fashionland,info@fashionforward.com,4455667788,Chic Style,0,0,0,0,0
Fashion Trends,Retail,612 Style Ave,Fashion City,Stylia,info@fashiontrends.com,7788990017,Jordan Style,0,0,0,0,0
AgriGrowth,Agriculture,99 Farm Road,AgroCity,Farmistan,contact@agrigrowth.com,3344556677,Farmer Joe,0,0,0,0,0
AgriFuture Ltd,Agriculture,300 Farm Rd,Harvest City,AgriNation,contact@agrifuture.ag,1122334455,Farmers United,0,0,0,0,0
HealthGuard Services,Healthcare,315 Wellness Blvd,Health City,Careland,help@healthguard.com,1122334459,Jordan Guard,0,0,0,0,0
Tech Innovators,Technology,123 Future St,Innovation City,Techland,info@techinnovators.com,2333444555,Ms. Future Thinker,0,0,0,0,0
Sports Champions,Sports,15000 Victory Blvd,SportCity,AthleteLand,info@sportschampions.com,3456789012,Nina Red,0,0,0,0,0
WaveTech Solutions,Technology,187 Digital Drive,Techville,Innovatia,support@wavetech.innov,1314151618,Wave Tech,0,0,0,0,0
Health First,Healthcare,321 Wellness Way,Healthville,Careland,support@healthfirst.com,1223344556,Pat Heal,0,0,0,0,0
GreenTech Innovatons,Technology,808 Green St,TechCity,TechLand,support@greentechinnovations.com,6677889900,Jamie Innovator,0,0,0,0,0
TechWave Solutions,Technology,606 Silicon St,Techville,Innovatia,info@techwave.com,7788990011,Ms. Innovate,0,0,0,0,0
Gadget Innovations,Technology,1000 Innovation Ave,Tech City,Techland,info@gadgetinnovations.com,6655667789,Innovative Guru,0,0,0,0,0
Urban Developers,Construction,10 Build St,Construct City,Buildland,contact@urbandevelopers.com,1223344556,Builder Bob,0,0,0,0,0
BlueSky Innovations,Aerospace,100 Sky Road,AeroCity,Skyland,info@blueskyinnovations.com,8800112233,Jamie Blue,0,0,0,0,0
HarvestFields,Agriculture,456 Crop St,Greenville,Agroland,info@harvestfields.agr,1122334451,Harvest Queen,0,0,0,0,0
Tasteful Travels,Hospitality,711 Gourmet Ave,FoodTown,TasteLand,hello@tastefultravels.com,7890123463,Gareth Blue,0,0,0,0,0
Mountain Movers,Construction,88 Peak Rd,Buildtown,Constructia,info@mountainmovers.con,1555009023,Rocky Hill,0,0,0,0,0
Foodies Delight,Food & Beverage,808 Gourmet St,Taste Town,Culinaria,support@foodiesdelight.com,1666777888,Chef Tasty,0,0,0,0,0
TechSavvy,Technology,555 Innovation Dr,Tech City,Innovatia,hello@techsavvy.tech,1234567891,Dr. Gadget,0,0,0,0,0
Sports Champions,Sports,1010 Victory Ln,Sport City,Athletica,hello@sportschampions.sport,2345678901,Champion Win,0,0,0,0,0
Tech Innovators,Technology,5050 Innovation Way,Tech City,Techland,info@techinnovators.com,6655667788,Innovator Prime,0,0,0,0,0
